"coordinate","configurations","parents","osvMatches","disposition"
"com.google.devtools.ksp:symbol-processing:2.1.0-1.0.29",":app/project/kotlinCompilerPluginClasspathDevDebug; :app/project/kotlinCompilerPluginClasspathDevDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathDevDebugUnitTest; :app/project/kotlinCompilerPluginClasspathDevRelease; :app/project/kotlinCompilerPluginClasspathDevReleaseUnitTest; :app/project/kotlinCompilerPluginClasspathProdDebug; :app/project/kotlinCompilerPluginClasspathProdDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathProdDebugUnitTest; :app/project/kotlinCompilerPluginClasspathProdRelease; :app/project/kotlinCompilerPluginClasspathProdReleaseUnitTest; :app/project/kotlinCompilerPluginClasspathQaDebug; :app/project/kotlinCompilerPluginClasspathQaDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathQaDebugUnitTest; :app/project/kotlinCompilerPluginClasspathQaRelease; :app/project/kotlinCompilerPluginClasspathQaReleaseUnitTest; :app/project/kotlinCompilerPluginClasspathStagingDebug; :app/project/kotlinCompilerPluginClasspathStagingDebugAndroidTest; :app/project/kotlinCompilerPluginClasspathStagingDebugUnitTest; :app/project/kotlinCompilerPluginClasspathStagingRelease; :app/project/kotlinCompilerPluginClasspathStagingReleaseUnitTest; :app/project/kspPluginClasspath","project :app","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.errorprone:error_prone_annotations:2.23.0",":app/project/_internal-unified-test-platform-android-driver-instrumentation; :app/project/_internal-unified-test-platform-android-test-plugin; :app/project/_internal-unified-test-platform-core; :app/project/_internal-unified-test-platform-launcher; :app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath","com.google.guava:guava:32.0.1-jre; com.google.guava:guava:33.0.0-jre; com.google.protobuf:protobuf-java-util:3.22.3; com.google.protobuf:protobuf-java-util:3.24.4; com.google.testing.platform:android-driver-instrumentation:0.0.9-alpha03; com.google.testing.platform:android-test-plugin:0.0.9-alpha03; com.google.testing.platform:core:0.0.9-alpha03; com.google.testing.platform:launcher:0.0.9-alpha03; io.grpc:grpc-api:1.57.2; io.grpc:grpc-core:1.57.2; io.grpc:grpc-netty:1.57.2; io.grpc:grpc-services:1.57.2; io.grpc:grpc-stub:1.57.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.errorprone:error_prone_annotations:2.28.0",":app/project/_internal-unified-test-platform-android-device-provider-ddmlib; :app/project/_internal-unified-test-platform-android-test-plugin-host-additional-test-output; :app/project/_internal-unified-test-platform-android-test-plugin-host-apk-installer; :app/project/_internal-unified-test-platform-android-test-plugin-host-coverage; :app/project/_internal-unified-test-platform-android-test-plugin-host-device-info; :app/project/_internal-unified-test-platform-android-test-plugin-host-logcat","com.google.guava:guava:33.3.1-jre; com.google.protobuf:protobuf-java-util:3.24.4; com.google.testing.platform:android-device-provider-local:0.0.9-alpha03; com.google.testing.platform:launcher:0.0.9-alpha03","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.errorprone:error_prone_annotations:2.30.0",":/buildscript/classpath; :app/project/_internal-unified-test-platform-android-test-plugin-host-emulator-control; :app/project/_internal-unified-test-platform-android-test-plugin-result-listener-gradle","com.android.tools.build:bundletool:1.18.1; com.google.code.gson:gson:2.11.0; com.google.guava:guava:33.3.1-jre; com.google.protobuf:protobuf-java-util:3.24.4; com.google.protobuf:protobuf-java-util:3.25.5; com.google.testing.platform:android-device-provider-local:0.0.9-alpha03; com.google.testing.platform:android-driver-instrumentation:0.0.9-alpha03; io.grpc:grpc-api:1.69.1; io.grpc:grpc-core:1.69.1; io.grpc:grpc-netty:1.69.1; io.grpc:grpc-stub:1.69.1","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.errorprone:javac-shaded:9-dev-r4023-3",":app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath","com.google.googlejavaformat:google-java-format:1.5","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.flatbuffers:flatbuffers-java:1.12.0",":/buildscript/classpath","com.android.tools.build:gradle:8.13.2; org.tensorflow:tensorflow-lite-metadata:0.2.0","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.googlejavaformat:google-java-format:1.5",":app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath","com.google.dagger:dagger-compiler:2.56.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.guava:failureaccess:1.0.1",":app/project/_internal-unified-test-platform-android-driver-instrumentation; :app/project/_internal-unified-test-platform-android-test-plugin; :app/project/_internal-unified-test-platform-core; :app/project/_internal-unified-test-platform-launcher","com.google.guava:guava:32.0.1-jre","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.guava:failureaccess:1.0.2",":/buildscript/classpath; :app/project/_internal-unified-test-platform-android-device-provider-ddmlib; :app/project/_internal-unified-test-platform-android-test-plugin-host-additional-test-output; :app/project/_internal-unified-test-platform-android-test-plugin-host-apk-installer; :app/project/_internal-unified-test-platform-android-test-plugin-host-coverage; :app/project/_internal-unified-test-platform-android-test-plugin-host-device-info; :app/project/_internal-unified-test-platform-android-test-plugin-host-emulator-control; :app/project/_internal-unified-test-platform-android-test-plugin-host-logcat; :app/project/_internal-unified-test-platform-android-test-plugin-result-listener-gradle; :app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath","com.google.dagger:dagger-compiler:2.56.2; com.google.dagger:dagger-spi:2.56.2; com.google.dagger:hilt-android-compiler:2.56.2; com.google.guava:guava:33.0.0-jre; com.google.guava:guava:33.3.1-jre","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.guava:guava:32.0.1-jre",":app/project/_internal-unified-test-platform-android-driver-instrumentation; :app/project/_internal-unified-test-platform-android-test-plugin; :app/project/_internal-unified-test-platform-core; :app/project/_internal-unified-test-platform-launcher","com.google.auto:auto-common:1.2.1; com.google.auto.service:auto-service:1.1.1; com.google.protobuf:protobuf-java-util:3.22.3; com.google.protobuf:protobuf-java-util:3.24.4; com.google.testing.platform:android-driver-instrumentation:0.0.9-alpha03; com.google.testing.platform:core:0.0.9-alpha03; com.google.testing.platform:launcher:0.0.9-alpha03; io.grpc:grpc-api:1.57.2; io.grpc:grpc-core:1.57.2; io.grpc:grpc-netty:1.57.2; io.grpc:grpc-protobuf-lite:1.57.2; io.grpc:grpc-protobuf:1.57.2; io.grpc:grpc-services:1.57.2; io.grpc:grpc-stub:1.57.2","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.guava:guava:33.0.0-jre",":app/project/kspDevDebugAndroidTestKotlinProcessorClasspath; :app/project/kspDevDebugKotlinProcessorClasspath; :app/project/kspDevDebugUnitTestKotlinProcessorClasspath; :app/project/kspDevReleaseKotlinProcessorClasspath; :app/project/kspDevReleaseUnitTestKotlinProcessorClasspath; :app/project/kspProdDebugAndroidTestKotlinProcessorClasspath; :app/project/kspProdDebugKotlinProcessorClasspath; :app/project/kspProdDebugUnitTestKotlinProcessorClasspath; :app/project/kspProdReleaseKotlinProcessorClasspath; :app/project/kspProdReleaseUnitTestKotlinProcessorClasspath; :app/project/kspQaDebugAndroidTestKotlinProcessorClasspath; :app/project/kspQaDebugKotlinProcessorClasspath; :app/project/kspQaDebugUnitTestKotlinProcessorClasspath; :app/project/kspQaReleaseKotlinProcessorClasspath; :app/project/kspQaReleaseUnitTestKotlinProcessorClasspath; :app/project/kspStagingDebugAndroidTestKotlinProcessorClasspath; :app/project/kspStagingDebugKotlinProcessorClasspath; :app/project/kspStagingDebugUnitTestKotlinProcessorClasspath; :app/project/kspStagingReleaseKotlinProcessorClasspath; :app/project/kspStagingReleaseUnitTestKotlinProcessorClasspath","androidx.room:room-compiler-processing:2.6.1; com.google.auto:auto-common:0.11; com.google.dagger:dagger-compiler:2.56.2; com.google.dagger:dagger-spi:2.56.2; com.google.dagger:hilt-android-compiler:2.56.2; com.google.googlejavaformat:google-java-format:1.5","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.guava:guava:33.3.1-jre",":/buildscript/classpath; :app/project/_internal-unified-test-platform-android-device-provider-ddmlib; :app/project/_internal-unified-test-platform-android-test-plugin-host-additional-test-output; :app/project/_internal-unified-test-platform-android-test-plugin-host-apk-installer; :app/project/_internal-unified-test-platform-android-test-plugin-host-coverage; :app/project/_internal-unified-test-platform-android-test-plugin-host-device-info; :app/project/_internal-unified-test-platform-android-test-plugin-host-emulator-control; :app/project/_internal-unified-test-platform-android-test-plugin-host-logcat; :app/project/_internal-unified-test-platform-android-test-plugin-result-listener-gradle","androidx.databinding:databinding-compiler-common:8.13.2; com.android.tools:common:31.13.2; com.android.tools:sdk-common:31.13.2; com.android.tools.analytics-library:crash:31.13.2; com.android.tools.analytics-library:shared:31.13.2; com.android.tools.analytics-library:tracker:31.13.2; com.android.tools.build:aaptcompiler:8.13.2; com.android.tools.build:apkzlib:8.13.2; com.android.tools.build:builder-test-api:8.13.2; com.android.tools.build:bundletool:1.18.1; com.android.tools.build:gradle-api:8.13.2; com.android.tools.emulator:proto:31.13.2; com.android.tools.lint:lint-typedef-remover:31.13.2; com.android.tools.utp:android-test-plugin-host-emulator-control:31.13.2; com.android.tools.utp:android-test-plugin-result-listener-gradle-proto:31.13.2; com.android.tools.utp:android-test-plugin-result-listener-gradle:31.13.2; com.google.auto:auto-common:1.2.1; com.google.auto.service:auto-service:1.1.1; com.google.jimfs:jimfs:1.1; com.google.protobuf:protobuf-java-util:3.24.4; com.google.protobuf:protobuf-java-util:3.25.5; com.google.testing.platform:android-device-provider-local:0.0.9-alpha03; com.google.testing.platform:android-driver-instrumentation:0.0.9-alpha03; com.google.testing.platform:launcher:0.0.9-alpha03; io.grpc:grpc-api:1.69.1; io.grpc:grpc-core:1.69.1; io.grpc:grpc-inprocess:1.69.1; io.grpc:grpc-netty:1.69.1; io.grpc:grpc-protobuf-lite:1.69.1; io.grpc:grpc-protobuf:1.69.1; io.grpc:grpc-stub:1.69.1; io.grpc:grpc-util:1.69.1","","Retain pending scoped work packages; no OSV match is not security clearance"
"com.google.guava:listenablefuture:1.0",":app/project/devDebugAndroidTestCompileClasspath; :app/project/devDebugAndroidTestRuntimeClasspath; :app/project/devDebugCompileClasspath; :app/project/devDebugRuntimeClasspath; :app/project/devDebugUnitTestCompileClasspath; :app/project/devDebugUnitTestRuntimeClasspath; :app/project/devReleaseCompileClasspath; :app/project/devReleaseRuntimeClasspath; :app/project/devReleaseUnitTestCompileClasspath; :app/project/devReleaseUnitTestRuntimeClasspath; :app/project/prodDebugAndroidTestCompileClasspath; :app/project/prodDebugAndroidTestRuntimeClasspath; :app/project/prodDebugCompileClasspath; :app/project/prodDebugRuntimeClasspath; :app/project/prodDebugUnitTestCompileClasspath; :app/project/prodDebugUnitTestRuntimeClasspath; :app/project/prodReleaseCompileClasspath; :app/project/prodReleaseRuntimeClasspath; :app/project/prodReleaseUnitTestCompileClasspath; :app/project/prodReleaseUnitTestRuntimeClasspath; :app/project/qaDebugAndroidTestCompileClasspath; :app/project/qaDebugAndroidTestRuntimeClasspath; :app/project/qaDebugCompileClasspath; :app/project/qaDebugRuntimeClasspath; :app/project/qaDebugUnitTestCompileClasspath; :app/project/qaDebugUnitTestRuntimeClasspath; :app/project/qaReleaseCompileClasspath; :app/project/qaReleaseRuntimeClasspath; :app/project/qaReleaseUnitTestCompileClasspath; :app/project/qaReleaseUnitTestRuntimeClasspath; :app/project/stagingDebugAndroidTestCompileClasspath; :app/project/stagingDebugAndroidTestRuntimeClasspath; :app/project/stagingDebugCompileClasspath; :app/project/stagingDebugRuntimeClasspath; :app/project/stagingDebugUnitTestCompileClasspath; :app/project/stagingDebugUnitTestRuntimeClasspath; :app/project/stagingReleaseCompileClasspath; :app/project/stagingReleaseRuntimeClasspath; :app/project/stagingReleaseUnitTestCompileClasspath; :app/project/stagingReleaseUnitTestRuntimeClasspath","androidx.camera:camera-camera2:1.4.1; androidx.camera:camera-core:1.4.1; androidx.camera:camera-lifecycle:1.4.1; androidx.concurrent:concurrent-futures:1.1.0; androidx.profileinstaller:profileinstaller:1.3.1; androidx.test:core:1.6.1","","Retain pending scoped work packages; no OSV match is not security clearance"
